CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.4223284613462184,0.2964429191868906,-1.311010389165282,-0.2798513233382808,-0.14421743255530314,0.4136718893017581,-0.12105929958778221,0.14021360349292905,-0.9828428567665056,-0.6666082090210984,-1.4590003802772022,0.4410519326070325,-1.1041459293785936,0.1596856587150597
-0.41986984486883894,-0.4896385167169952,-0.599770896773018,-0.2798513233382808,-0.7402622069004932,0.19427445318162764,0.3787156436881204,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.4410519326070325,-0.510352718143758,-0.1015242873296184
-0.4198721875238912,-0.4896385167169952,-0.599770896773018,-0.2798513233382808,-0.7402622069004932,1.282713681725651,-0.27062698334188445,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.39642699409025545,-1.239747744444241,1.3242466681642504
-0.4192771531406093,-0.4896385167169952,-1.330434997150785,-0.2798513233382808,-0.8352838375932041,1.0163025092940647,-0.8287698032047538,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.41616283913453045,-1.3953329848879843,1.1827579473900494
-0.4149807237747075,-0.4896385167169952,-1.330434997150785,-0.2798513233382808,-0.8352838375932041,1.2285766520336716,-0.5223384511231783,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.4410519326070325,0.0,1.4875028844421743
-0.41957232767719793,-0.4896385167169952,-1.330434997150785,-0.2798513233382808,-0.8352838375932041,0.20709638126656957,-0.35817879822233445,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.410571016371986,-1.0713160162574369,0.6712218030525545
-0.4061372009523087,0.056251369327369925,-0.48023484763146107,-0.2798513233382808,-0.26515405343693593,-0.16046555716845437,1.006170316998012,1.024637886132401,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.9184621963900645,0.4970818390227692
-0.39832561768044417,0.056251369327369925,-0.48023484763146107,-0.2798513233382808,-0.26515405343693593,-0.9312059009411201,1.1484420161787436,1.0871964647915542,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3284479722710865,2.4571859505034124,-0.6565954226745598
-0.3967267556072555,0.056251369327369925,-0.48023484763146107,-0.2798513233382808,-0.26515405343693593,0.13158947143301822,0.9405064558376747,1.2129791389041071,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.393028042999297,1.1040225749009507,-0.8198516389524837
-0.4093091558931108,0.056251369327369925,-0.48023484763146107,-0.2798513233382808,-0.26515405343693593,-0.39268492137352673,0.5246353351555372,1.1559348422544233,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.07915833051005682,-0.3953854766298817
